date,daily_sales,temperature,precipitation,consumer_confidence,unemployment_rate,competitor_count,marketing_spend,promotion_active,avg_wait_time_min,repeat_customer_pct,labor_hours,staff_on_shift,day_of_week,month,is_weekend,prediction,residual,anomaly,split
2022-02-02,221100.75,52.07166666666667,0.07600000000000001,73.53333333333333,4.737166666666667,11.783333333333333,16305.74,0.11666666666666667,8.845,0.48811666666666664,2076.6,260.0,2,2,0,221435.36090000012,-334.6109000001161,0,train
2022-02-03,234211.39,50.11333333333334,0.1575,73.53833333333334,4.729666666666666,10.683333333333334,17286.64,0.08333333333333333,9.016666666666667,0.4723833333333333,2160.5,271.0,3,2,0,232450.73060000013,1760.6593999998877,0,train
2022-02-04,269874.54,54.99,0.08850000000000001,73.56166666666667,4.729833333333334,10.9,15382.69,0.1,9.121666666666666,0.4964,2554.7,321.0,4,2,0,270365.919066667,-491.37906666699564,0,train
2022-02-05,285411.9,50.126666666666665,0.1335,73.47833333333332,4.755,10.733333333333333,18400.149999999998,0.15,8.621666666666666,0.4845666666666667,2841.1,354.0,5,2,1,287519.9125000003,-2108.0125000003027,0,train
2022-02-06,279463.36,50.95166666666667,0.09816666666666667,73.525,4.773666666666667,10.95,17444.37,0.08333333333333333,8.573333333333332,0.48283333333333334,2760.6,345.0,6,2,1,281892.831833333,-2429.471833333024,0,train
2022-02-07,203338.16,49.651666666666664,0.08633333333333333,73.42166666666667,4.764166666666667,11.5,17643.920000000002,0.06666666666666667,9.15,0.4711166666666667,1894.3,234.0,0,2,0,203602.30089999898,-264.1408999989799,0,train
2022-02-08,211297.52,52.95166666666667,0.07416666666666667,73.56166666666667,4.812333333333333,10.466666666666667,21199.57,0.2,9.59,0.47608333333333336,1955.9,245.0,1,2,0,210756.6699666673,540.850033332681,0,train
2022-02-09,220172.6,52.415,0.0555,73.75,4.792166666666666,10.983333333333333,22754.1,0.25,8.593333333333334,0.50025,2166.5,267.0,2,2,0,223332.86263333407,-3160.2626333340595,0,train
2022-02-10,234288.02,52.480000000000004,0.11266666666666666,73.77666666666667,4.7780000000000005,10.783333333333333,17562.69,0.11666666666666667,9.176666666666668,0.4752166666666667,2119.0,267.0,3,2,0,232156.19810000082,2131.821899999166,0,train
2022-02-11,270402.93,50.775,0.06516666666666666,73.91166666666666,4.775499999999999,10.783333333333333,17793.99,0.08333333333333333,9.491666666666667,0.461,2516.8,311.0,4,2,0,267436.878833334,2966.051166665973,0,train
2022-02-12,293903.92,52.965,0.09216666666666667,73.94666666666667,4.781000000000001,10.85,18925.18,0.05,8.808333333333334,0.47168333333333334,2765.6,348.0,5,2,1,291266.7028666677,2637.2171333322767,0,train
2022-02-13,288423.55,51.86333333333334,0.15733333333333335,73.98,4.769,11.1,18314.21,0.15,8.585,0.47406666666666664,2697.0,337.0,6,2,1,285048.73936666554,3374.8106333344476,0,train
2022-02-14,208489.11,51.86,0.11233333333333334,73.90666666666667,4.781666666666667,11.033333333333333,16028.9,0.15,8.986666666666668,0.48650000000000004,1892.3,237.0,0,2,0,206796.26793333289,1692.8420666671009,0,train
2022-02-15,217512.52,49.65333333333333,0.08683333333333333,73.99,4.787166666666667,11.833333333333334,17836.92,0.11666666666666667,8.218333333333334,0.46945000000000003,2003.2,253.0,1,2,0,217096.53316666753,415.9868333324557,0,train
2022-02-16,216514.81,55.01166666666666,0.11216666666666668,74.13000000000001,4.7995,10.866666666666667,18453.55,0.11666666666666667,8.873333333333333,0.4784,2071.1,257.0,2,2,0,218552.1204666673,-2037.310466667288,0,train
2022-02-17,234915.62,54.57,0.126,74.13000000000001,4.810833333333333,10.583333333333334,17303.87,0.11666666666666667,8.993333333333334,0.4859833333333333,2164.4,275.0,3,2,0,234222.49803333293,693.1219666670659,0,train
2022-02-18,266689.47,54.73833333333334,0.082,74.04666666666667,4.816,10.916666666666666,16092.36,0.05,9.07,0.47675,2366.7,298.0,4,2,0,262334.92596666614,4354.544033333834,0,train
2022-02-19,299310.22,48.68,0.06483333333333334,74.12666666666668,4.8100000000000005,10.5,18005.36,0.1,8.07,0.48315,2909.6,365.0,5,2,1,299021.23673333274,288.98326666723005,0,train
2022-02-20,283269.11,53.34,0.09966666666666667,74.11999999999999,4.849333333333333,10.166666666666666,16415.17,0.13333333333333333,9.24,0.48058333333333336,2627.2,331.0,6,2,1,280052.4251333328,3216.6848666672013,0,train
2022-02-21,212679.41,49.45166666666667,0.14733333333333334,74.05333333333333,4.828166666666666,10.55,18727.16,0.1,9.17,0.4728333333333333,1955.5,247.0,0,2,0,211193.34146666562,1486.0685333343863,0,train
2022-02-22,214822.02,52.115,0.07266666666666667,74.19666666666667,4.803,10.816666666666666,17152.3,0.08333333333333333,8.965,0.46649999999999997,2013.3,253.0,1,2,0,216560.24783333432,-1738.2278333343274,0,train
2022-02-23,220092.41,51.90333333333333,0.14783333333333332,74.11333333333333,4.801666666666667,10.3,17330.73,0.15,8.738333333333333,0.47965,2092.2,263.0,2,2,0,222412.63046666564,-2320.2204666656326,0,train
2022-02-24,230036.7,51.36,0.109,74.02666666666667,4.804,10.866666666666667,18587.94,0.18333333333333332,9.135,0.47965,2148.4,267.0,3,2,0,229781.64296666745,255.0570333325595,0,train
2022-02-25,261185.5,50.00833333333333,0.09666666666666666,73.99166666666666,4.806666666666667,10.533333333333333,18281.75,0.06666666666666667,8.841666666666667,0.4574166666666667,2500.2,313.0,4,2,0,261891.72063333337,-706.2206333333743,0,train
2022-02-26,295796.61,49.62833333333333,0.113,74.03333333333333,4.812,10.366666666666667,19654.79,0.13333333333333333,9.556666666666667,0.46895000000000003,2692.0,340.0,5,2,1,291919.2792999995,3877.330700000457,0,train
2022-02-27,287166.22000000003,51.305,0.0925,73.99833333333332,4.798,10.8,17497.2,0.18333333333333332,8.231666666666666,0.47866666666666663,2847.2,354.0,6,2,1,288268.4928666661,-1102.2728666660842,0,train
2022-02-28,212331.73,52.60666666666667,0.09533333333333333,73.82,4.791333333333333,10.783333333333333,18119.36,0.1,8.953333333333335,0.4628333333333333,1932.5,240.0,0,2,0,211017.67123333234,1314.058766667673,0,train
2022-03-01,239237.44,55.84,0.08933333333333333,73.66166666666666,4.791666666666667,10.316666666666666,17637.12,0.1,8.896666666666667,0.49138333333333334,2210.0,279.0,1,3,0,237994.79289999942,1242.647100000584,0,train
2022-03-02,242120.07,55.835,0.1265,73.78999999999999,4.799333333333333,9.95,16757.21,0.13333333333333333,9.601666666666667,0.49041666666666667,2178.0,274.0,2,3,0,241582.84916666642,537.2208333335875,0,train
2022-03-03,255723.58,59.18,0.16383333333333333,73.765,4.779166666666667,11.016666666666667,16261.35,0.08333333333333333,8.006666666666666,0.4521833333333333,2520.5,312.0,3,3,0,258099.0921333322,-2375.512133332202,0,train
2022-03-04,284434.64,55.486666666666665,0.17833333333333332,73.78500000000001,4.768666666666666,11.9,20160.010000000002,0.08333333333333333,9.131666666666666,0.48131666666666667,2808.9,348.0,4,3,0,285874.4253333337,-1439.7853333337116,0,train
2022-03-05,322847.0,56.571666666666665,0.09133333333333334,73.83,4.777,11.133333333333333,16268.15,0.06666666666666667,8.845,0.4667,3251.2,407.0,5,3,1,328442.35199999984,-5595.351999999839,0,train
2022-03-06,306447.09,55.733333333333334,0.10583333333333332,73.91000000000001,4.781833333333333,10.583333333333334,19750.47,0.11666666666666667,8.756666666666666,0.4719166666666667,3020.3,379.0,6,3,1,307983.59513333475,-1536.505133334722,0,train
2022-03-07,229564.37,58.538333333333334,0.11800000000000001,74.00166666666668,4.786833333333333,10.716666666666667,17942.14,0.1,9.103333333333333,0.48905,2163.7,269.0,0,3,0,230795.50399999946,-1231.133999999467,0,train
2022-03-08,236145.2,53.775,0.12016666666666667,73.98333333333333,4.791666666666667,10.15,17385.82,0.16666666666666666,8.891666666666667,0.4904,2246.0,279.0,1,3,0,236454.7572333341,-309.5572333340824,0,train
2022-03-09,237086.4,56.108333333333334,0.09166666666666666,73.99499999999999,4.7965,11.15,17755.79,0.05,8.713333333333333,0.46971666666666667,2251.6,282.0,2,3,0,238568.67673333292,-1482.2767333329248,0,train
2022-03-10,256608.51,57.095000000000006,0.153,74.10166666666667,4.805000000000001,11.1,18479.83,0.13333333333333333,8.931666666666667,0.4733833333333333,2327.8,292.0,3,3,0,254378.13460000008,2230.3753999999317,0,train
2022-03-11,289222.36,59.141666666666666,0.0775,74.27833333333334,4.809666666666667,11.35,18280.18,0.1,8.683333333333334,0.45926666666666666,2814.4,351.0,4,3,0,289966.90213333303,-744.5421333330451,0,train
2022-03-12,324062.35,56.968333333333334,0.12866666666666668,74.33333333333333,4.791333333333333,10.65,19786.48,0.13333333333333333,9.151666666666667,0.47428333333333333,3168.7,391.0,5,3,1,323649.8183666662,412.5316333337687,0,train
2022-03-13,309013.13,59.50833333333333,0.142,74.20166666666667,4.8035,11.366666666666667,17388.81,0.13333333333333333,8.771666666666667,0.48925,3002.6,376.0,6,3,1,308615.82723333297,397.30276666703867,0,train
2022-03-14,230201.26,57.57166666666667,0.13016666666666668,74.17,4.814333333333334,11.483333333333333,19135.03,0.18333333333333332,9.223333333333333,0.48059999999999997,2118.4,266.0,0,3,0,230307.4213333331,-106.16133333308971,0,train
2022-03-15,238514.18,58.125,0.10283333333333333,74.135,4.812166666666667,11.133333333333333,17420.0,0.13333333333333333,9.086666666666668,0.4669,2206.7,279.0,1,3,0,238831.29773333325,-317.1177333332598,0,train
2022-03-16,244327.3,55.86666666666667,0.14150000000000001,74.23,4.809166666666667,10.583333333333334,16893.64,0.08333333333333333,9.92,0.47729999999999995,2182.4,268.0,2,3,0,241527.16193333254,2800.138066667452,0,train
2022-03-17,252643.48,57.538333333333334,0.06899999999999999,74.23166666666665,4.795,10.416666666666666,17310.92,0.1,8.59,0.4745,2467.8,311.0,3,3,0,255990.0814999993,-3346.6014999992913,0,train
2022-03-18,295473.49,57.20666666666667,0.08983333333333335,74.30666666666666,4.784000000000001,11.0,17041.0,0.13333333333333333,9.136666666666667,0.4904,2776.6,343.0,4,3,0,292907.4046666663,2566.0853333337,0,train
2022-03-19,320893.8,55.541666666666664,0.0795,74.29166666666667,4.7645,11.433333333333334,17611.58,0.13333333333333333,8.448333333333332,0.4699,3086.6,386.0,5,3,1,319812.8043666655,1080.9956333345035,0,train
2022-03-20,305698.65,55.943333333333335,0.09816666666666668,74.20666666666666,4.723166666666667,10.75,16585.72,0.15,9.291666666666666,0.4756666666666666,2959.5,373.0,6,3,1,307420.09506666707,-1721.4450666670455,0,train
2022-03-21,227711.21,56.208333333333336,0.15766666666666668,74.15166666666667,4.7331666666666665,11.5,16746.89,0.11666666666666667,9.176666666666668,0.4610333333333333,2152.1,267.0,0,3,0,229253.2375333336,-1542.027533333603,0,train
2022-03-22,226898.46,56.82666666666667,0.06583333333333334,74.19,4.732666666666666,11.083333333333334,19352.02,0.13333333333333333,8.483333333333333,0.4837166666666667,2138.6,265.0,1,3,0,226601.4797666671,296.98023333289893,0,train
2022-03-23,240604.98,56.483333333333334,0.16366666666666668,74.34833333333333,4.737333333333334,10.75,18090.43,0.03333333333333333,8.493333333333334,0.4689,2306.7,288.0,2,3,0,242432.82713333264,-1827.8471333326306,0,train
2022-03-24,252542.52,56.92333333333333,0.09200000000000001,74.205,4.737333333333334,11.366666666666667,16772.329999999998,0.16666666666666666,8.688333333333333,0.48436666666666667,2382.4,299.0,3,3,0,253433.57866666713,-891.0586666671443,0,train
2022-03-25,298350.3,58.225,0.1785,74.33666666666666,4.717166666666667,10.816666666666666,16819.55,0.13333333333333333,8.645000000000001,0.47683333333333333,2809.5,352.0,4,3,0,295115.7884666655,3234.511533334502,0,train
2022-03-26,318272.08,57.015,0.116,74.31666666666666,4.726333333333333,11.3,15668.83,0.11666666666666667,8.308333333333334,0.47551666666666664,3090.5,386.0,5,3,1,318354.1724333322,-82.09243333217455,0,train
2022-03-27,307513.83,56.995,0.08800000000000001,74.29166666666667,4.698666666666667,10.616666666666667,17184.55,0.16666666666666666,9.004999999999999,0.4799333333333333,2972.7,372.0,6,3,1,308367.99719999917,-854.1671999991522,0,train
2022-03-28,231004.9,54.8,0.08549999999999999,74.25,4.7091666666666665,10.833333333333334,16575.08,0.13333333333333333,8.588333333333333,0.47995,2238.5,280.0,0,3,0,233081.8322999994,-2076.9322999994038,0,train
2022-03-29,239509.26,59.111666666666665,0.11433333333333334,74.24333333333334,4.718500000000001,10.95,17732.23,0.1,9.125,0.47323333333333334,2226.1,276.0,1,3,0,239869.7402999997,-360.4802999997046,0,train
2022-03-30,242880.48,57.39666666666667,0.08216666666666668,74.21499999999999,4.746166666666666,10.25,17704.21,0.13333333333333333,8.653333333333334,0.4547,2296.6,291.0,2,3,0,244083.30839999928,-1202.828399999271,0,train
2022-03-31,254345.2,56.07666666666667,0.08233333333333334,74.13666666666667,4.751500000000001,11.283333333333333,15157.32,0.11666666666666667,8.858333333333333,0.4743,2428.3,302.0,3,3,0,255583.31080000082,-1238.1108000008098,0,train
2022-04-01,317347.96,64.64333333333333,0.07716666666666666,74.19,4.718666666666667,10.766666666666667,17690.0,0.06666666666666667,8.998333333333333,0.47665,3044.3,375.0,4,4,0,314475.37863333256,2872.5813666674658,0,train
2022-04-02,340002.6,63.17666666666666,0.07666666666666666,74.11333333333333,4.727833333333334,10.216666666666667,16751.41,0.13333333333333333,9.863333333333333,0.4748833333333333,3226.7,402.0,5,4,1,337768.42926666554,2234.1707333344384,0,train
2022-04-03,328932.87,62.87833333333333,0.10333333333333333,74.195,4.712666666666666,11.116666666666667,18303.72,0.11666666666666667,8.933333333333334,0.4705333333333333,3174.5,399.0,6,4,1,326808.83686666685,2124.0331333331414,0,train
2022-04-04,241534.02,64.315,0.06616666666666667,74.25833333333334,4.7,10.916666666666666,17671.41,0.13333333333333333,8.468333333333334,0.46668333333333334,2295.8,283.0,0,4,0,241212.5517333339,321.46826666608104,0,train
2022-04-05,246244.46,61.93333333333333,0.107,74.36333333333333,4.6925,11.35,17698.27,0.08333333333333333,8.616666666666667,0.48333333333333334,2273.4,286.0,1,4,0,245483.2641333334,761.1958666665887,0,train
2022-04-06,255420.11,62.72833333333333,0.15066666666666667,74.46666666666667,4.6899999999999995,10.466666666666667,16900.12,0.06666666666666667,8.866666666666667,0.48823333333333335,2450.9,303.0,2,4,0,255327.15593333298,92.95406666700728,0,train
2022-04-07,274476.08,63.001666666666665,0.13983333333333334,74.51666666666667,4.687,11.55,18594.06,0.16666666666666666,9.014999999999999,0.46155,2555.5,321.0,3,4,0,272424.31403333246,2051.765966667561,0,train
2022-04-08,312677.06,63.72,0.08566666666666665,74.66833333333334,4.688,10.533333333333333,18919.06,0.16666666666666666,8.278333333333332,0.47446666666666665,3032.2,376.0,4,4,0,311788.76470000076,888.2952999992413,0,train
2022-04-09,339610.8,63.925,0.08916666666666666,74.63333333333334,4.666333333333333,9.583333333333334,16414.97,0.05,9.006666666666666,0.466,3242.8,407.0,5,4,1,338383.2480999987,1227.551900001301,0,train
2022-04-10,322349.85,63.141666666666666,0.12666666666666668,74.71000000000001,4.670333333333334,10.8,18392.12,0.15,8.514999999999999,0.47701666666666664,3248.3,399.0,6,4,1,324086.80423333263,-1736.9542333326535,0,train
2022-04-11,231343.51,66.45166666666667,0.09916666666666667,74.7,4.6645,11.083333333333334,18216.06,0.11666666666666667,9.483333333333333,0.4684666666666667,2152.3,266.0,0,4,0,231438.80176666638,-95.29176666637068,0,train
2022-04-12,245517.15,61.62833333333333,0.06899999999999999,74.74499999999999,4.674166666666666,10.383333333333333,18999.39,0.11666666666666667,7.881666666666666,0.45821666666666666,2276.4,286.0,1,4,0,244960.0550999998,557.0949000002001,0,train
2022-04-13,249611.17,60.71333333333333,0.13666666666666666,74.80666666666666,4.680000000000001,10.566666666666666,18173.67,0.08333333333333333,9.581666666666667,0.45365,2214.2,279.0,2,4,0,247380.62800000072,2230.5419999992882,0,train
2022-04-14,271787.05,65.1,0.16466666666666666,74.79166666666667,4.6765,11.0,18715.91,0.1,9.004999999999999,0.48643333333333333,2570.1,322.0,3,4,0,271802.4329333323,-15.38293333229376,0,train
2022-04-15,304074.85,61.32166666666667,0.07883333333333334,74.88666666666667,4.692166666666667,10.15,17613.11,0.1,8.853333333333333,0.45875,2899.3,367.0,4,4,0,303985.42366666597,89.4263333340059,0,train
2022-04-16,335260.25,62.06166666666666,0.08116666666666666,74.99833333333332,4.7025,10.333333333333334,18908.89,0.16666666666666666,8.898333333333333,0.45158333333333334,3273.9,413.0,5,4,1,336120.1588666668,-859.9088666667813,0,train
2022-04-17,322322.37,63.031666666666666,0.113,74.895,4.696833333333333,10.75,18270.61,0.16666666666666666,8.785,0.46116666666666667,3138.6,391.0,6,4,1,322054.145566667,268.2244333329727,0,train
2022-04-18,238026.39,62.31333333333334,0.05883333333333333,74.99666666666667,4.717666666666667,10.966666666666667,13757.32,0.06666666666666667,9.57,0.46676666666666666,2176.6,273.0,0,4,0,238928.58486666705,-902.194866667036,0,train
2022-04-19,249511.77,63.89,0.06166666666666667,74.78333333333333,4.718,10.816666666666666,17946.29,0.2,9.075,0.46895000000000003,2327.3,290.0,1,4,0,248512.59040000077,999.1795999992173,0,train
2022-04-20,261147.63,62.61,0.08933333333333333,74.77333333333333,4.727166666666666,11.383333333333333,16964.010000000002,0.1,8.908333333333333,0.47625,2445.3,311.0,2,4,0,260193.6016333333,954.0283666666946,0,train
2022-04-21,267880.01,62.940000000000005,0.1,74.865,4.731833333333333,10.316666666666666,19063.29,0.16666666666666666,8.866666666666667,0.4723333333333333,2557.0,317.0,3,4,0,269291.3176333333,-1411.3076333333156,0,train
2022-04-22,307336.33,62.0,0.10666666666666667,74.85333333333332,4.734166666666667,10.533333333333333,17679.2,0.11666666666666667,8.963333333333333,0.46446666666666664,2913.0,364.0,4,4,0,306182.2287333324,1154.101266667596,0,train
2022-04-23,340550.35,64.74833333333333,0.09766666666666667,74.91,4.7428333333333335,10.9,17785.23,0.08333333333333333,8.938333333333333,0.47390000000000004,3261.4,406.0,5,4,1,338353.4629666658,2196.8870333341765,0,train
2022-04-24,321813.64,65.47166666666666,0.0955,75.01,4.7363333333333335,11.016666666666667,15243.87,0.13333333333333333,8.886666666666667,0.48823333333333335,3062.6,380.0,6,4,1,316863.8309000001,4949.809099999897,0,train
2022-04-25,240643.76,66.28833333333334,0.1275,75.12833333333333,4.7375,12.083333333333334,16678.53,0.06666666666666667,9.233333333333333,0.4606166666666667,2228.5,283.0,0,4,0,241478.02986666645,-834.2698666664364,0,train
2022-04-26,244869.53,64.02166666666668,0.0545,75.00833333333334,4.716166666666667,11.583333333333334,17018.8,0.16666666666666666,8.668333333333333,0.47326666666666667,2295.1,289.0,1,4,0,244336.19990000039,533.3300999996136,0,train
2022-04-27,251841.46,64.57666666666667,0.1915,74.99499999999999,4.722333333333333,10.316666666666666,19132.93,0.11666666666666667,8.303333333333333,0.47701666666666664,2424.9,304.0,2,4,0,253070.20629999996,-1228.7462999999698,0,train
2022-04-28,267248.87,63.855000000000004,0.0965,74.89333333333335,4.724833333333334,10.383333333333333,18403.47,0.06666666666666667,8.763333333333332,0.47875,2537.8,319.0,3,4,0,267394.26399999985,-145.3939999998547,0,train
2022-04-29,316275.46,61.80833333333333,0.15616666666666665,74.90833333333333,4.726166666666667,10.8,15804.82,0.16666666666666666,8.979999999999999,0.47846666666666665,3089.9,384.0,4,4,0,317935.31473333255,-1659.854733332526,0,train
2022-04-30,340687.13,62.92333333333333,0.10183333333333332,74.975,4.727333333333333,10.7,16712.45,0.03333333333333333,8.721666666666666,0.4642,3351.4,415.0,5,4,1,340551.6978999995,135.4321000005002,0,train
2022-05-01,352661.09,66.86166666666666,0.050166666666666665,74.945,4.746166666666666,10.783333333333333,17259.12,0.06666666666666667,8.153333333333332,0.47758333333333336,3598.4,445.0,6,5,1,355073.6249000013,-2412.53490000125,0,train
2022-05-02,266214.55,68.78833333333334,0.15433333333333332,75.06166666666667,4.742666666666667,10.166666666666666,18064.04,0.11666666666666667,8.235000000000001,0.4591,2600.3,325.0,0,5,0,268111.6793333324,-1897.1293333324138,0,train
2022-05-03,265726.5,69.50833333333334,0.09016666666666667,75.22666666666667,4.730833333333334,11.283333333333333,15588.88,0.08333333333333333,8.91,0.46476666666666666,2511.7,316.0,1,5,0,266299.4726,-572.9725999999791,0,train
2022-05-04,273902.0,67.70666666666666,0.0925,75.13833333333334,4.7283333333333335,10.75,19796.12,0.16666666666666666,8.743333333333334,0.48414999999999997,2659.4,336.0,2,5,0,275807.026,-1905.0260000000126,0,train
