date,city,temperature_f,precipitation_in,storm_event,snow_event,heat_wave,wind_speed_mph,humidity_pct,feels_like_f
2022-04-13,Los Angeles,70.5,0.03,0,0,0,10.6,50.6,67.7
2022-04-14,Los Angeles,65.5,0.01,0,0,0,11.1,57.5,63.6
2022-04-15,Los Angeles,71.7,0.0,0,0,0,18.6,66.9,72.9
2022-04-16,Los Angeles,65.6,0.02,0,0,0,18.0,31.3,63.7
2022-04-17,Los Angeles,71.3,0.0,0,0,0,4.0,37.5,72.3
2022-04-18,Los Angeles,65.8,0.02,0,0,0,17.3,77.2,62.6
2022-04-19,Los Angeles,68.7,0.01,0,0,0,10.7,66.8,64.0
2022-04-20,Los Angeles,76.9,0.01,0,0,0,19.5,62.8,75.8
2022-04-21,Los Angeles,71.4,0.0,0,0,0,10.0,61.9,75.8
2022-04-22,Los Angeles,70.4,0.07,0,0,0,8.6,66.2,70.1
2022-04-23,Los Angeles,76.2,0.01,0,0,0,8.2,74.4,77.3
2022-04-24,Los Angeles,74.3,0.01,0,0,0,3.0,79.6,70.7
2022-04-25,Los Angeles,68.3,0.01,0,0,0,5.1,71.2,67.9
2022-04-26,Los Angeles,75.7,0.06,0,0,0,4.0,83.7,75.0
2022-04-27,Los Angeles,73.4,0.04,0,0,0,3.7,35.4,78.0
2022-04-28,Los Angeles,75.5,0.0,0,0,0,8.5,81.6,67.1
2022-04-29,Los Angeles,71.6,0.05,0,0,0,7.0,53.2,72.4
2022-04-30,Los Angeles,71.1,0.04,0,0,0,12.0,81.6,71.8
2022-05-01,Los Angeles,70.9,0.02,0,0,0,0.1,78.9,74.1
2022-05-02,Los Angeles,70.4,0.01,0,0,0,4.2,58.1,72.8
2022-05-03,Los Angeles,82.0,0.01,0,0,0,20.5,59.2,78.4
2022-05-04,Los Angeles,69.9,0.02,0,0,0,9.1,44.6,69.5
2022-05-05,Los Angeles,77.1,0.05,0,0,0,12.9,81.4,79.6
2022-05-06,Los Angeles,80.2,0.01,0,0,0,12.2,59.8,77.6
2022-05-07,Los Angeles,73.6,0.06,0,0,0,14.5,50.8,70.0
2022-05-08,Los Angeles,72.1,0.02,0,0,0,12.2,67.8,72.8
2022-05-09,Los Angeles,77.1,0.07,0,0,0,10.3,41.4,74.0
2022-05-10,Los Angeles,76.0,0.06,0,0,0,15.2,47.6,72.6
2022-05-11,Los Angeles,69.5,0.0,0,0,0,6.9,69.0,72.8
2022-05-12,Los Angeles,79.4,0.01,0,0,0,14.5,31.0,79.1
2022-05-13,Los Angeles,67.8,0.0,0,0,0,8.2,41.2,64.7
2022-05-14,Los Angeles,72.3,0.04,0,0,0,6.9,51.8,78.7
2022-05-15,Los Angeles,75.3,0.0,0,0,0,5.3,54.3,72.3
2022-05-16,Los Angeles,77.4,0.0,0,0,0,7.4,32.2,74.1
2022-05-17,Los Angeles,71.2,0.05,0,0,0,11.9,44.1,67.7
2022-05-18,Los Angeles,69.4,0.07,0,0,0,12.7,64.4,68.5
2022-05-19,Los Angeles,77.2,0.04,0,0,0,13.2,44.9,80.7
2022-05-20,Los Angeles,68.3,0.06,0,0,0,11.7,68.9,70.9
2022-05-21,Los Angeles,80.0,0.0,0,0,0,4.6,75.2,76.8
2022-05-22,Los Angeles,79.2,0.03,0,0,0,15.0,64.9,80.2
2022-05-23,Los Angeles,67.3,0.04,0,0,0,14.5,44.0,64.3
2022-05-24,Los Angeles,78.1,0.03,0,0,0,7.5,40.2,77.4
2022-05-25,Los Angeles,72.9,0.16,0,0,0,7.7,81.5,69.4
2022-05-26,Los Angeles,74.0,0.03,0,0,0,8.2,56.6,75.4
2022-05-27,Los Angeles,74.8,0.01,0,0,0,12.1,76.9,75.0
2022-05-28,Los Angeles,66.8,0.02,0,0,0,15.7,36.7,70.6
2022-05-29,Los Angeles,76.1,0.1,0,0,0,2.5,47.2,77.4
2022-05-30,Los Angeles,70.7,0.01,0,0,0,11.0,52.1,73.2
2022-05-31,Los Angeles,72.3,0.02,0,0,0,11.0,46.5,74.6
2022-06-01,Los Angeles,79.3,0.03,0,0,0,4.5,56.1,80.0
2022-06-02,Los Angeles,81.0,0.0,0,0,0,14.1,78.9,84.0
2022-06-03,Los Angeles,67.8,0.02,0,0,0,8.7,41.6,64.4
2022-06-04,Los Angeles,78.3,0.01,0,0,0,13.0,40.4,77.1
2022-06-05,Los Angeles,79.1,0.01,0,0,0,4.7,58.0,81.3
2022-06-06,Los Angeles,80.9,0.06,0,0,0,19.0,39.4,81.6
2022-06-07,Los Angeles,78.1,0.01,0,0,0,15.2,31.6,77.6
2022-06-08,Los Angeles,76.4,0.0,0,0,0,4.6,51.6,80.5
2022-06-09,Los Angeles,73.0,0.02,0,0,0,6.6,81.4,78.0
2022-06-10,Los Angeles,77.0,0.03,0,0,0,0.8,37.7,81.0
2022-06-11,Los Angeles,84.9,0.0,0,0,0,17.5,73.0,79.1
2022-06-12,Los Angeles,70.0,0.02,0,0,0,6.1,63.7,69.9
2022-06-13,Los Angeles,77.1,0.0,0,0,0,6.6,59.7,75.9
2022-06-14,Los Angeles,80.1,0.04,0,0,0,10.9,69.7,74.5
2022-06-15,Los Angeles,72.8,0.13,0,0,0,14.1,84.0,68.4
2022-06-16,Los Angeles,71.0,0.01,0,0,0,14.0,59.4,68.8
2022-06-17,Los Angeles,76.0,0.05,0,0,0,8.0,59.6,76.6
2022-06-18,Los Angeles,79.2,0.01,0,0,0,10.1,49.3,79.6
2022-06-19,Los Angeles,71.5,0.08,0,0,0,6.0,74.1,76.9
2022-06-20,Los Angeles,72.9,0.02,0,0,0,9.9,74.9,73.7
2022-06-21,Los Angeles,69.5,0.02,0,0,0,8.6,45.4,70.7
2022-06-22,Los Angeles,75.7,0.05,0,0,0,19.6,65.1,80.2
2022-06-23,Los Angeles,85.1,0.01,0,0,0,16.8,45.5,83.9
2022-06-24,Los Angeles,69.6,0.05,0,0,0,10.7,69.2,77.9
2022-06-25,Los Angeles,75.6,0.03,0,0,0,6.2,71.9,70.3
2022-06-26,Los Angeles,75.4,0.0,0,0,0,13.1,41.1,76.3
2022-06-27,Los Angeles,76.7,0.1,0,0,0,7.8,80.2,73.3
2022-06-28,Los Angeles,74.8,0.13,0,0,0,6.8,40.6,76.2
2022-06-29,Los Angeles,77.8,0.06,0,0,0,14.5,54.6,75.0
2022-06-30,Los Angeles,75.4,0.13,0,0,0,4.8,50.0,75.1
2022-07-01,Los Angeles,82.9,0.03,0,0,0,10.2,30.0,87.2
2022-07-02,Los Angeles,73.4,0.0,0,0,0,1.6,36.8,72.6
2022-07-03,Los Angeles,86.0,0.02,0,0,0,17.0,46.4,85.8
2022-07-04,Los Angeles,76.0,0.04,0,0,0,4.3,73.3,77.3
2022-07-05,Los Angeles,76.8,0.03,0,0,0,11.9,51.0,80.2
2022-07-06,Los Angeles,83.4,0.0,0,0,0,12.5,37.2,83.8
2022-07-07,Los Angeles,74.5,0.04,0,0,0,10.5,30.5,68.9
2022-07-08,Los Angeles,78.7,0.02,0,0,0,7.5,74.1,81.2
2022-07-09,Los Angeles,80.4,0.02,0,0,0,3.1,61.3,80.7
2022-07-10,Los Angeles,71.2,0.01,0,0,0,12.7,50.4,70.5
2022-07-11,Los Angeles,87.1,0.01,0,0,0,16.1,32.7,85.2
2022-07-12,Los Angeles,73.8,0.01,0,0,0,0.7,46.6,76.6
2022-07-13,Los Angeles,85.4,0.01,0,0,0,10.6,65.5,91.2
2022-07-14,Los Angeles,72.6,0.01,0,0,0,12.6,57.9,73.3
2022-07-15,Los Angeles,73.1,0.0,0,0,0,8.3,36.8,73.8
2022-07-16,Los Angeles,73.6,0.03,0,0,0,14.9,41.3,75.2
2022-07-17,Los Angeles,67.1,0.03,0,0,0,7.2,41.1,64.4
2022-07-18,Los Angeles,82.1,0.0,0,0,0,5.8,81.6,81.6
2022-07-19,Los Angeles,80.5,0.03,0,0,0,4.1,63.4,75.1
2022-07-20,Los Angeles,86.7,0.13,0,0,0,14.0,72.3,85.4
2022-07-21,Los Angeles,71.7,0.02,0,0,0,16.4,46.6,73.0
2022-07-22,Los Angeles,78.1,0.0,0,0,0,14.8,57.4,77.5
2022-07-23,Los Angeles,72.2,0.12,0,0,0,12.6,41.2,76.7
2022-07-24,Los Angeles,77.1,0.07,0,0,0,12.5,63.7,80.9
2022-07-25,Los Angeles,85.1,0.04,0,0,0,7.5,76.8,86.8
2022-07-26,Los Angeles,74.2,0.06,0,0,0,13.3,50.5,79.3
2022-07-27,Los Angeles,80.9,0.01,0,0,0,9.5,48.8,83.3
2022-07-28,Los Angeles,81.0,0.0,0,0,0,4.4,76.3,77.1
2022-07-29,Los Angeles,74.8,0.02,0,0,0,13.3,83.5,71.1
2022-07-30,Los Angeles,70.9,0.01,0,0,0,11.8,68.7,71.6
2022-07-31,Los Angeles,85.6,0.07,0,0,0,4.7,68.2,89.6
2022-08-01,Los Angeles,77.3,0.01,0,0,0,12.7,56.0,74.4
2022-08-02,Los Angeles,77.6,0.04,0,0,0,11.5,30.2,77.2
2022-08-03,Los Angeles,83.6,0.01,0,0,0,13.5,82.6,80.2
2022-08-04,Los Angeles,83.6,0.05,0,0,0,10.5,67.8,82.6
2022-08-05,Los Angeles,79.2,0.0,0,0,0,11.1,48.9,83.1
2022-08-06,Los Angeles,76.3,0.05,0,0,0,21.4,71.8,78.0
2022-08-07,Los Angeles,69.3,0.01,0,0,0,10.1,84.6,69.0
2022-08-08,Los Angeles,77.8,0.01,0,0,0,16.6,71.4,73.6
2022-08-09,Los Angeles,78.1,0.06,0,0,0,15.6,43.6,72.0
2022-08-10,Los Angeles,77.3,0.05,0,0,0,12.2,74.6,75.7
2022-08-11,Los Angeles,81.2,0.08,0,0,0,15.6,68.8,81.0
2022-08-12,Los Angeles,74.1,0.03,0,0,0,5.6,42.5,73.9
2022-08-13,Los Angeles,69.4,0.03,0,0,0,12.8,47.7,71.7
2022-08-14,Los Angeles,77.5,0.07,0,0,0,15.0,83.8,73.3
2022-08-15,Los Angeles,83.0,0.01,0,0,0,19.1,39.5,84.7
2022-08-16,Los Angeles,70.3,0.01,0,0,0,10.7,53.3,68.7
2022-08-17,Los Angeles,74.2,0.01,0,0,0,5.7,70.5,71.1
2022-08-18,Los Angeles,80.3,0.02,0,0,0,13.1,67.2,82.8
2022-08-19,Los Angeles,75.1,0.15,0,0,0,12.5,40.4,79.6
2022-08-20,Los Angeles,79.1,0.02,0,0,0,20.5,47.1,78.2
2022-08-21,Los Angeles,85.8,0.01,0,0,0,5.1,83.7,86.6
2022-08-22,Los Angeles,83.8,0.03,0,0,0,15.4,43.0,81.5
2022-08-23,Los Angeles,79.8,0.01,0,0,0,2.1,84.4,81.9
2022-08-24,Los Angeles,74.4,0.06,0,0,0,14.7,58.9,82.6
2022-08-25,Los Angeles,73.5,0.01,0,0,0,11.4,63.8,74.3
2022-08-26,Los Angeles,76.7,0.04,0,0,0,11.2,80.2,77.8
2022-08-27,Los Angeles,77.2,0.04,0,0,0,9.4,34.3,79.2
2022-08-28,Los Angeles,71.3,0.06,0,0,0,7.7,78.4,71.6
2022-08-29,Los Angeles,78.2,0.04,0,0,0,6.0,60.3,81.8
2022-08-30,Los Angeles,82.5,0.04,0,0,0,9.9,84.9,84.5
2022-08-31,Los Angeles,75.6,0.02,0,0,0,5.7,75.1,70.3
2022-09-01,Los Angeles,75.6,0.1,0,0,0,2.4,41.2,78.0
2022-09-02,Los Angeles,71.6,0.2,0,0,0,5.8,70.9,68.6
2022-09-03,Los Angeles,68.6,0.02,0,0,0,17.9,45.4,63.8
2022-09-04,Los Angeles,66.9,0.08,0,0,0,1.3,83.9,72.2
2022-09-05,Los Angeles,77.5,0.07,0,0,0,4.1,71.8,80.3
2022-09-06,Los Angeles,70.8,0.05,0,0,0,4.8,67.4,76.8
2022-09-07,Los Angeles,63.8,0.09,0,0,0,1.2,44.8,64.4
2022-09-08,Los Angeles,77.3,0.02,0,0,0,11.4,67.6,80.9
2022-09-09,Los Angeles,74.2,0.02,0,0,0,6.5,49.5,72.9
2022-09-10,Los Angeles,78.3,0.09,0,0,0,10.4,70.0,74.4
2022-09-11,Los Angeles,72.5,0.05,0,0,0,7.3,60.8,65.1
2022-09-12,Los Angeles,77.5,0.03,0,0,0,13.8,80.8,81.6
2022-09-13,Los Angeles,75.5,0.09,0,0,0,6.6,44.4,68.4
2022-09-14,Los Angeles,66.2,0.02,0,0,0,12.7,61.2,65.5
2022-09-15,Los Angeles,77.7,0.01,0,0,0,6.0,51.5,80.0
2022-09-16,Los Angeles,75.1,0.01,0,0,0,4.0,30.8,72.1
2022-09-17,Los Angeles,81.5,0.02,0,0,0,15.4,68.6,79.6
2022-09-18,Los Angeles,66.0,0.01,0,0,0,7.8,81.1,64.7
2022-09-19,Los Angeles,75.9,0.03,0,0,0,8.4,64.1,75.6
2022-09-20,Los Angeles,75.9,0.22,0,0,0,7.0,81.3,74.4
2022-09-21,Los Angeles,63.9,0.03,0,0,0,13.2,33.8,60.1
2022-09-22,Los Angeles,66.6,0.02,0,0,0,8.9,75.2,68.8
2022-09-23,Los Angeles,76.1,0.03,0,0,0,21.1,74.1,77.8
2022-09-24,Los Angeles,70.3,0.15,0,0,0,1.6,30.9,71.4
2022-09-25,Los Angeles,80.3,0.02,0,0,0,9.0,55.3,76.8
2022-09-26,Los Angeles,77.0,0.07,0,0,0,12.3,45.7,72.4
2022-09-27,Los Angeles,69.4,0.05,0,0,0,20.7,65.1,66.5
2022-09-28,Los Angeles,72.5,0.0,0,0,0,1.7,56.9,76.3
2022-09-29,Los Angeles,71.1,0.0,0,0,0,5.6,32.8,71.6
2022-09-30,Los Angeles,79.1,0.05,0,0,0,14.3,41.4,82.6
2022-10-01,Los Angeles,70.7,0.0,0,0,0,14.1,32.2,70.8
2022-10-02,Los Angeles,68.7,0.08,0,0,0,14.0,42.9,70.6
2022-10-03,Los Angeles,62.1,0.03,0,0,0,4.4,55.7,64.2
2022-10-04,Los Angeles,70.5,0.03,0,0,0,14.3,56.5,65.2
2022-10-05,Los Angeles,76.0,0.01,0,0,0,11.6,42.0,73.2
2022-10-06,Los Angeles,78.4,0.01,0,0,0,10.4,47.9,78.3
2022-10-07,Los Angeles,72.3,0.02,0,0,0,3.9,31.7,73.7
2022-10-08,Los Angeles,76.3,0.17,0,0,0,15.9,42.0,76.8
2022-10-09,Los Angeles,64.0,0.03,0,0,0,7.2,50.9,62.5
2022-10-10,Los Angeles,74.6,0.05,0,0,0,0.8,45.4,75.4
2022-10-11,Los Angeles,70.8,0.02,0,0,0,13.1,48.1,68.2
2022-10-12,Los Angeles,76.9,0.03,0,0,0,17.9,65.8,75.5
2022-10-13,Los Angeles,68.0,0.03,0,0,0,4.0,33.4,71.3
2022-10-14,Los Angeles,71.9,0.01,0,0,0,1.9,79.7,78.7
2022-10-15,Los Angeles,73.5,0.02,0,0,0,3.7,56.7,77.1
2022-10-16,Los Angeles,69.9,0.01,0,0,0,17.9,42.7,69.8
2022-10-17,Los Angeles,73.5,0.02,0,0,0,13.5,40.8,70.8
2022-10-18,Los Angeles,67.5,0.14,0,0,0,8.6,77.9,69.4
2022-10-19,Los Angeles,86.3,0.03,0,0,0,13.8,60.7,85.7
2022-10-20,Los Angeles,70.5,0.05,0,0,0,13.6,32.3,71.1
2022-10-21,Los Angeles,76.7,0.05,0,0,0,13.0,55.0,78.3
2022-10-22,Los Angeles,76.5,0.04,0,0,0,11.8,75.4,75.4
2022-10-23,Los Angeles,76.6,0.01,0,0,0,16.8,36.9,75.1
2022-10-24,Los Angeles,76.9,0.05,0,0,0,14.0,84.3,80.9
2022-10-25,Los Angeles,73.1,0.11,0,0,0,12.8,50.2,71.4
2022-10-26,Los Angeles,69.1,0.07,0,0,0,8.8,48.0,66.0
2022-10-27,Los Angeles,65.2,0.01,0,0,0,13.3,75.7,64.5
2022-10-28,Los Angeles,70.2,0.01,0,0,0,9.7,73.7,73.3
2022-10-29,Los Angeles,70.2,0.02,0,0,0,4.2,58.5,70.9
2022-10-30,Los Angeles,66.4,0.01,0,0,0,7.8,65.4,64.5
2022-10-31,Los Angeles,68.4,0.01,0,0,0,23.7,79.0,69.4
2022-11-01,Los Angeles,67.9,0.14,0,0,0,4.9,61.6,68.3
2022-11-02,Los Angeles,68.9,0.02,0,0,0,13.6,54.8,71.3
2022-11-03,Los Angeles,70.5,0.02,0,0,0,10.6,80.4,71.5
2022-11-04,Los Angeles,69.1,0.03,0,0,0,17.6,38.6,62.4
2022-11-05,Los Angeles,59.9,0.02,0,0,0,7.6,35.1,58.6
2022-11-06,Los Angeles,70.2,0.01,0,0,0,10.2,50.0,73.3
2022-11-07,Los Angeles,60.8,0.0,0,0,0,8.6,75.8,55.3
2022-11-08,Los Angeles,70.1,0.05,0,0,0,9.7,72.2,73.0
2022-11-09,Los Angeles,56.7,0.05,0,0,0,12.4,62.1,56.4
2022-11-10,Los Angeles,58.2,0.04,0,0,0,19.7,80.3,56.7
2022-11-11,Los Angeles,64.4,0.2,0,0,0,14.4,31.4,65.8
2022-11-12,Los Angeles,74.7,0.01,0,0,0,2.0,56.6,74.4
2022-11-13,Los Angeles,62.9,0.14,0,0,0,13.8,33.2,65.6
2022-11-14,Los Angeles,66.5,0.04,0,0,0,1.7,56.5,69.2
2022-11-15,Los Angeles,76.9,0.3,0,0,0,8.8,78.1,71.3
2022-11-16,Los Angeles,54.7,0.01,0,0,0,0.4,42.9,53.4
2022-11-17,Los Angeles,64.9,0.04,0,0,0,1.6,45.5,69.9
2022-11-18,Los Angeles,71.2,0.02,0,0,0,6.4,82.5,70.1
2022-11-19,Los Angeles,72.3,0.03,0,0,0,8.7,54.2,78.9
2022-11-20,Los Angeles,69.3,0.17,0,0,0,13.8,54.8,74.5
2022-11-21,Los Angeles,65.7,0.02,0,0,0,11.9,55.3,64.5
2022-11-22,Los Angeles,64.9,0.0,0,0,0,5.0,40.9,63.2
2022-11-23,Los Angeles,64.0,0.05,0,0,0,2.3,83.9,60.0
2022-11-24,Los Angeles,63.6,0.08,0,0,0,18.4,37.5,61.2
2022-11-25,Los Angeles,71.5,0.17,0,0,0,11.2,50.2,70.1
2022-11-26,Los Angeles,63.4,0.01,0,0,0,20.0,62.6,65.8
2022-11-27,Los Angeles,64.8,0.14,0,0,0,8.1,41.1,57.0
2022-11-28,Los Angeles,66.9,0.05,0,0,0,5.9,61.2,62.6
2022-11-29,Los Angeles,65.9,0.1,0,0,0,20.2,54.4,66.3
2022-11-30,Los Angeles,68.9,0.03,0,0,0,7.7,74.3,71.2
2022-12-01,Los Angeles,63.4,0.04,0,0,0,8.5,45.9,61.4
2022-12-02,Los Angeles,63.7,0.08,0,0,0,11.0,80.1,63.9
2022-12-03,Los Angeles,61.0,0.02,0,0,0,17.3,62.3,62.1
2022-12-04,Los Angeles,61.2,0.0,0,0,0,10.1,63.2,60.4
2022-12-05,Los Angeles,59.5,0.05,0,0,0,8.7,47.1,59.7
2022-12-06,Los Angeles,62.0,0.01,0,0,0,12.7,62.6,60.8
2022-12-07,Los Angeles,62.8,0.03,0,0,0,17.7,30.2,60.6
2022-12-08,Los Angeles,57.0,0.09,0,0,0,0.1,83.6,56.3
2022-12-09,Los Angeles,57.0,0.14,0,0,0,17.2,45.3,55.1
2022-12-10,Los Angeles,61.2,0.05,0,0,0,0.2,42.8,59.6
2022-12-11,Los Angeles,56.8,0.0,0,0,0,10.6,63.6,56.6
2022-12-12,Los Angeles,60.5,0.12,0,0,0,7.0,73.5,59.8
2022-12-13,Los Angeles,57.7,0.04,0,0,0,11.2,77.2,57.6
